wifiMAC,time,Status,VRMS A,VRMS B,VRMS C,IRMS A,IRMS B,IRMS C,Active Power(W) A,Active Power(W) B,Active Power(W) C,Active Energy(WHR) A,Active Energy(WHR) B,Active Energy(WHR) C,Reactive Power(VAR) A,Reactive Power(VAR) B,Reactive Power(VAR) C,Reactive Energy(AHHR) A,Reactive Energy(AHHR) B,Reactive Energy(AHHR) C,Apparent Power(VA) A,Apparent Power(VA) B,Apparent Power(VA) C,Apparent Energy(VARHR) A,Apparent Energy(VARHR) B,Apparent Energy(VARHR) C,VTHD A,VTHD B,VTHD C,ITHD A,ITHD B,ITHD C,Power Factor A,Power Factor B,Power Factor C
serial: dc:a6:32:89:f2:d0,2023-08-11 05:07,Normal,117.94,123.42,123.08,0.08,0.00,0.00,17.97,0.01,0.96,0.01,0.00,0.00,-75.10,0.00,-0.15,-0.02,0.00,-0.00,154.32,0.22,1.28,0.04,0.00,0.00,0.50,2.20,1.92,100.00,400.00,222.25,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 05:08,Normal,117.86,123.44,123.08,0.08,0.00,0.00,19.91,-0.00,0.95,0.01,0.00,0.00,-66.25,-0.15,0.00,-0.02,-0.00,0.00,151.97,0.22,1.29,0.04,0.00,0.00,0.43,1.72,1.81,100.00,400.00,230.92,1.93,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 05:10,Normal,117.91,123.37,123.03,0.08,0.00,0.00,13.24,-0.01,0.99,0.01,0.00,0.00,-98.86,0.00,-0.44,-0.03,0.00,-0.00,159.91,0.24,1.31,0.04,0.00,0.00,0.48,1.82,1.81,100.00,400.00,223.33,1.93,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 05:10,Normal,117.74,123.23,122.94,0.08,0.00,0.00,21.82,0.01,0.95,0.01,-0.00,0.00,-71.27,0.00,0.00,-0.02,0.00,0.00,158.70,0.22,1.28,0.04,0.00,0.00,0.50,1.49,1.46,100.00,400.00,225.45,1.93,0.08,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 05:11,Normal,118.30,123.78,123.47,0.08,0.00,0.00,17.75,0.00,1.01,0.01,0.00,0.00,-75.25,0.00,-0.15,-0.02,0.00,-0.00,159.74,0.24,1.33,0.04,0.00,0.00,0.45,1.85,1.55,100.00,400.00,222.97,1.93,0.00,1.58
serial: dc:a6:32:89:f2:d0,2023-08-11 05:12,Normal,118.08,123.64,123.37,0.09,0.00,0.00,17.84,-0.01,0.96,0.01,0.00,0.00,-75.54,0.00,-0.30,-0.02,0.00,-0.00,170.04,0.21,1.30,0.04,0.00,0.00,0.41,1.86,1.59,100.00,400.00,224.13,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 05:13,Normal,118.22,123.71,123.42,0.08,0.00,0.00,20.31,-0.03,0.93,0.01,0.00,0.00,-66.40,0.00,-0.15,-0.02,0.00,-0.00,155.99,0.22,1.30,0.04,0.00,0.00,0.35,1.96,1.71,100.00,400.00,230.60,1.93,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 05:14,Normal,118.56,124.12,123.85,0.08,0.00,0.00,19.47,-0.00,0.92,0.01,0.00,0.00,-64.63,-0.15,0.00,-0.02,-0.00,0.00,150.73,0.23,1.26,0.04,0.00,0.00,0.45,2.19,1.58,100.00,400.00,223.86,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 05:16,Normal,118.73,124.24,123.97,0.08,0.00,0.00,17.69,-0.02,0.96,0.01,-0.00,0.00,-73.48,0.00,-0.15,-0.02,0.00,-0.00,155.21,0.23,1.30,0.04,0.00,0.00,0.41,1.84,1.75,100.00,400.00,223.91,1.93,1.92,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 05:16,Normal,118.63,124.19,123.92,0.08,0.00,0.00,21.17,0.00,1.00,0.01,0.00,0.00,-67.87,0.00,0.00,-0.02,0.00,0.00,161.76,0.23,1.36,0.04,0.00,0.00,0.46,2.13,1.71,100.00,400.00,229.55,1.93,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 05:17,Normal,118.46,123.95,123.64,0.08,0.00,0.00,14.84,0.01,0.97,0.01,0.00,0.00,-77.46,0.00,0.00,-0.02,0.00,0.00,153.90,0.22,1.33,0.04,0.00,0.00,0.36,1.95,1.79,100.00,400.00,225.70,1.94,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 05:18,Normal,118.39,123.90,123.64,0.07,0.00,0.00,17.55,0.00,0.94,0.01,0.00,0.00,-67.58,0.00,0.00,-0.02,0.00,0.00,139.14,0.23,1.29,0.04,0.00,0.00,0.46,1.24,1.72,100.00,400.00,229.25,1.94,0.00,0.39
serial: dc:a6:32:89:f2:d0,2023-08-11 05:19,Normal,118.27,123.83,123.54,0.07,0.00,0.00,15.42,-0.00,0.94,0.01,0.00,0.00,-63.15,-0.15,0.15,-0.02,-0.00,0.00,132.21,0.23,1.29,0.04,0.00,0.00,0.41,2.13,1.58,100.00,400.00,229.68,1.94,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 05:21,Normal,118.37,123.88,123.59,0.07,0.00,0.00,19.38,0.01,0.99,0.01,0.00,0.00,-63.74,0.00,0.30,-0.02,0.00,0.00,147.02,0.24,1.34,0.04,0.00,0.00,0.44,1.70,1.44,100.00,400.00,228.99,1.93,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 05:22,Normal,118.30,123.83,123.56,0.08,0.00,0.00,20.13,0.01,0.98,0.01,0.00,0.00,-71.41,0.00,0.00,-0.02,0.00,0.00,149.82,0.23,1.32,0.04,0.00,0.00,0.54,1.93,1.40,100.00,400.00,227.30,1.93,0.00,0.39
serial: dc:a6:32:89:f2:d0,2023-08-11 05:23,Normal,118.34,123.83,123.56,0.08,0.00,0.00,18.42,0.00,0.99,0.01,-0.00,0.00,-71.41,0.00,0.00,-0.02,0.00,0.00,153.69,0.24,1.34,0.04,0.00,0.00,0.41,1.99,1.85,100.00,400.00,232.95,1.93,0.08,1.61
serial: dc:a6:32:89:f2:d0,2023-08-11 05:23,Normal,118.25,123.76,123.52,0.08,0.00,0.00,18.67,0.00,0.94,0.01,0.00,0.00,-66.99,-0.15,0.00,-0.02,-0.00,0.00,150.56,0.23,1.29,0.04,0.00,0.00,0.42,1.74,1.61,100.00,400.00,236.18,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 05:24,Normal,118.39,123.92,123.66,0.08,0.00,0.00,20.21,-0.00,0.95,0.01,0.00,0.00,-72.74,0.00,-0.15,-0.02,0.00,-0.00,163.99,0.25,1.30,0.04,0.00,0.00,0.41,1.55,1.56,100.00,400.00,227.21,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 05:25,Normal,118.51,124.07,123.80,0.08,0.00,0.00,18.90,-0.00,0.94,0.01,0.00,0.00,-70.53,0.00,0.00,-0.02,0.00,0.00,151.00,0.23,1.31,0.04,0.00,0.00,0.35,1.75,1.30,100.00,400.00,225.06,1.93,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 05:27,Normal,118.54,124.07,123.83,0.08,0.00,0.00,20.01,-0.02,0.96,0.01,0.00,0.00,-69.20,0.00,0.00,-0.02,0.00,0.00,155.01,0.24,1.30,0.04,0.00,0.00,0.46,2.03,1.57,100.00,400.00,228.99,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 05:28,Normal,118.54,124.07,123.85,0.08,0.00,0.00,4.69,-0.01,0.98,0.00,-0.00,0.00,-125.56,-0.15,-0.44,-0.03,-0.00,-0.00,158.17,0.23,1.34,0.04,0.00,0.00,0.39,1.82,1.64,100.00,400.00,231.34,1.98,1.92,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 05:29,Normal,118.46,123.95,123.78,0.08,0.00,0.00,18.83,-0.03,0.96,0.00,0.00,0.00,-121.73,-0.15,-0.44,-0.03,-0.00,-0.00,163.95,0.24,1.32,0.04,0.00,0.00,0.42,1.15,1.36,100.00,400.00,231.93,1.94,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 05:29,Normal,118.39,123.92,123.68,0.07,0.00,0.00,19.60,0.02,0.97,0.01,0.00,0.00,-74.36,0.00,-0.15,-0.02,0.00,-0.00,149.15,0.22,1.30,0.04,0.00,0.00,0.53,1.68,1.43,100.00,400.00,225.09,1.93,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 05:30,Normal,118.49,123.97,123.76,0.07,0.00,0.00,17.70,-0.00,0.92,0.01,0.00,0.00,-64.33,0.00,0.00,-0.02,0.00,0.00,144.38,0.25,1.28,0.04,0.00,0.00,0.37,1.76,1.56,100.00,400.00,228.80,1.93,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 05:32,Normal,118.32,123.80,123.59,0.08,0.00,0.00,21.60,-0.00,0.96,0.01,0.00,0.00,-74.36,0.00,-0.44,-0.02,0.00,-0.00,157.70,0.23,1.30,0.05,0.00,0.00,0.45,1.15,1.81,100.00,400.00,224.66,1.92,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 05:33,Normal,118.34,123.80,123.61,0.09,0.00,0.00,23.32,-0.02,0.99,0.01,0.00,0.00,-73.33,-0.15,-0.30,-0.02,-0.00,-0.00,169.10,0.24,1.31,0.05,0.00,0.00,0.41,1.59,1.64,100.00,400.00,227.66,1.92,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 05:34,Normal,118.25,123.73,123.54,0.08,0.00,0.00,22.27,-0.02,0.96,0.01,-0.00,0.00,-90.15,0.00,-0.59,-0.03,0.00,-0.00,168.59,0.24,1.30,0.05,0.00,0.00,0.39,1.77,1.41,100.00,400.00,227.48,1.94,0.08,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 05:35,Normal,118.34,123.83,123.61,0.08,0.00,0.00,22.41,0.00,0.96,0.01,0.00,0.00,-72.45,0.00,-0.30,-0.02,0.00,-0.00,159.97,0.24,1.27,0.04,0.00,0.00,0.39,1.63,1.71,100.00,400.00,225.60,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 05:35,Normal,118.20,123.73,123.52,0.09,0.00,0.00,16.34,0.02,0.91,0.01,0.00,0.00,-110.96,0.00,-0.74,-0.03,0.00,-0.00,178.84,0.25,1.28,0.05,0.00,0.00,0.41,1.64,1.64,100.00,400.00,221.96,1.95,0.00,1.61
serial: dc:a6:32:89:f2:d0,2023-08-11 05:37,Normal,117.94,123.40,123.25,0.08,0.00,0.00,18.25,0.02,0.98,0.01,0.00,0.00,-85.14,-0.15,-0.44,-0.02,-0.00,-0.00,168.11,0.26,1.32,0.05,0.00,0.00,0.55,1.55,1.52,100.00,400.00,224.71,1.94,0.00,1.62
serial: dc:a6:32:89:f2:d0,2023-08-11 05:38,Normal,117.98,123.49,123.30,0.09,0.00,0.00,22.54,-0.02,0.98,0.01,0.00,0.00,-87.50,0.00,-0.59,-0.02,0.00,-0.00,171.36,0.24,1.32,0.05,0.00,0.00,0.42,1.83,1.29,100.00,400.00,227.87,1.93,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 05:39,Normal,118.03,123.54,123.30,0.08,0.00,0.00,19.86,0.02,1.00,0.01,0.00,0.00,-92.37,-0.15,-0.30,-0.03,-0.00,-0.00,164.47,0.24,1.34,0.05,0.00,0.00,0.44,1.81,1.52,100.00,400.00,226.21,1.94,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 05:40,Normal,118.10,123.54,123.35,0.08,0.00,0.00,17.10,-0.02,0.94,0.01,0.00,0.00,-75.40,0.00,-0.44,-0.02,0.00,-0.00,155.85,0.21,1.27,0.05,0.00,0.00,0.48,1.58,1.18,100.00,400.00,233.14,1.92,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 05:41,Normal,118.01,123.47,123.28,0.08,0.00,0.00,21.48,0.01,0.93,0.01,0.00,0.00,-69.64,0.00,-0.15,-0.02,0.00,-0.00,163.67,0.23,1.28,0.04,0.00,0.00,0.42,2.03,1.73,100.00,400.00,227.60,1.93,0.00,1.61
serial: dc:a6:32:89:f2:d0,2023-08-11 05:42,Normal,117.96,123.40,123.20,0.08,0.00,0.00,22.70,0.01,0.96,0.01,0.00,0.00,-75.99,0.00,-0.30,-0.02,0.00,-0.00,162.06,0.23,1.31,0.04,0.00,0.00,0.47,1.76,1.63,100.00,400.00,229.46,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 05:43,Normal,117.98,123.40,123.20,0.08,0.00,0.00,20.75,-0.01,0.98,0.01,0.00,0.00,-70.38,-0.15,-0.15,-0.02,-0.00,-0.00,156.94,0.24,1.31,0.04,0.00,0.00,0.22,1.49,1.73,100.00,400.00,227.80,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 05:44,Normal,117.86,123.32,123.11,0.09,0.00,0.00,24.24,0.01,1.00,0.01,0.00,0.00,-70.82,0.00,-0.15,-0.02,0.00,-0.00,171.44,0.26,1.34,0.04,0.00,0.00,0.54,2.00,1.72,100.00,400.00,225.47,1.93,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 05:45,Normal,118.15,123.64,123.40,0.08,0.00,0.00,21.79,0.00,0.96,0.01,0.00,0.00,-81.30,0.00,-0.30,-0.02,0.00,-0.00,157.42,0.25,1.30,0.05,0.00,0.00,0.43,2.06,1.67,100.00,400.00,226.39,1.93,0.00,1.58
serial: dc:a6:32:89:f2:d0,2023-08-11 05:46,Normal,118.37,123.85,123.61,0.08,0.00,0.00,20.19,0.00,0.96,0.01,0.00,0.00,-72.30,0.00,-0.30,-0.02,0.00,-0.00,153.18,0.25,1.28,0.04,0.00,0.00,0.46,1.80,1.77,100.00,400.00,226.22,1.93,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 05:47,Normal,118.32,123.85,123.56,0.07,0.00,0.00,19.41,0.03,0.95,0.01,0.00,0.00,-64.33,-0.15,0.00,-0.02,-0.00,0.00,147.68,0.25,1.27,0.04,0.00,0.00,0.44,1.70,1.81,100.00,400.00,226.74,1.93,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 05:48,Normal,118.32,123.83,123.52,0.08,0.00,0.00,18.57,0.01,0.95,0.01,0.00,0.00,-77.61,0.00,-0.30,-0.02,0.00,-0.00,149.27,0.24,1.29,0.05,0.00,0.00,0.53,2.14,1.64,100.00,400.00,223.40,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 05:49,Normal,118.34,123.83,123.54,0.08,0.00,0.00,14.96,-0.03,0.99,0.01,0.00,0.00,-92.81,0.00,-0.44,-0.03,0.00,-0.00,163.69,0.24,1.33,0.05,0.00,0.00,0.50,1.81,1.51,100.00,400.00,230.97,1.94,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 05:50,Normal,118.37,123.90,123.56,0.08,0.00,0.00,14.47,0.02,0.97,0.01,0.00,0.00,-100.04,0.00,-0.30,-0.03,0.00,-0.00,159.53,0.24,1.33,0.04,0.00,0.00,0.38,1.64,1.62,100.00,400.00,229.52,1.96,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 05:51,Normal,118.37,123.88,123.59,0.08,0.00,0.00,13.93,0.01,0.94,0.01,0.00,0.00,-83.95,-0.15,-0.15,-0.02,-0.00,-0.00,159.43,0.23,1.31,0.04,0.00,0.00,0.44,1.56,1.74,100.00,400.00,230.74,1.95,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 05:52,Normal,118.39,123.92,123.64,0.08,0.00,0.00,11.62,-0.00,0.94,0.00,0.00,0.00,-105.79,-0.15,-0.44,-0.03,-0.00,-0.00,156.93,0.26,1.31,0.04,0.00,0.00,0.40,1.69,1.53,100.00,400.00,229.53,1.96,0.00,1.61
serial: dc:a6:32:89:f2:d0,2023-08-11 05:53,Normal,118.32,123.83,123.54,0.08,0.00,0.00,11.75,0.01,0.98,0.00,0.00,0.00,-106.38,0.00,-0.30,-0.03,0.00,-0.00,154.23,0.23,1.33,0.04,0.00,0.00,0.41,1.66,1.45,100.00,400.00,230.33,1.96,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 05:54,Normal,118.32,123.80,123.56,0.08,0.00,0.00,19.29,-0.02,0.97,0.01,0.00,0.00,-71.71,0.00,-0.15,-0.02,0.00,-0.00,163.54,0.26,1.32,0.04,0.00,0.00,0.42,1.73,1.56,100.00,400.00,233.04,1.93,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 05:55,Normal,118.30,123.78,123.54,0.08,0.00,0.00,12.89,0.01,0.98,0.01,0.00,0.00,-95.61,0.00,-0.15,-0.03,0.00,-0.00,157.71,0.24,1.33,0.04,0.00,0.00,0.41,1.68,1.49,100.00,400.00,230.34,1.95,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 05:56,Normal,118.25,123.71,123.49,0.08,0.00,0.00,20.17,0.01,0.97,0.01,0.00,0.00,-76.87,0.00,-0.15,-0.02,0.00,-0.00,161.42,0.23,1.30,0.04,0.00,0.00,0.43,1.72,1.68,100.00,400.00,231.63,1.94,0.00,1.61
serial: dc:a6:32:89:f2:d0,2023-08-11 05:57,Normal,118.13,123.59,123.37,0.08,0.00,0.00,19.81,-0.01,0.96,0.01,0.00,0.00,-74.36,0.00,-0.30,-0.02,0.00,-0.00,165.93,0.23,1.33,0.04,0.00,0.00,0.40,1.39,1.69,100.00,400.00,226.10,1.93,0.00,1.61
serial: dc:a6:32:89:f2:d0,2023-08-11 05:58,Normal,118.30,123.73,123.52,0.08,0.00,0.00,16.90,-0.01,0.97,0.01,-0.00,0.00,-71.56,-0.15,-0.15,-0.02,-0.00,-0.00,159.80,0.22,1.34,0.04,0.00,0.00,0.38,1.72,1.66,100.00,400.00,227.21,1.93,1.92,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 05:59,Normal,118.22,123.61,123.44,0.08,0.00,0.00,19.61,-0.00,0.96,0.01,0.00,0.00,-81.45,0.00,-0.44,-0.02,0.00,-0.00,160.60,0.22,1.31,0.05,0.00,0.00,0.38,1.64,1.76,100.00,400.00,229.28,1.94,0.00,1.61
serial: dc:a6:32:89:f2:d0,2023-08-11 06:00,Normal,118.25,123.66,123.47,0.08,0.00,0.00,12.49,0.00,0.98,0.01,0.00,0.00,-107.71,0.00,-0.44,-0.03,0.00,-0.00,167.32,0.22,1.35,0.05,0.00,0.00,0.39,1.69,1.80,100.00,400.00,231.18,1.96,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 06:01,Normal,118.42,123.85,123.64,0.08,0.00,0.00,21.54,0.00,0.93,0.01,0.00,0.00,-77.02,0.00,-0.30,-0.02,0.00,-0.00,167.21,0.22,1.30,0.04,0.00,0.00,0.37,1.62,1.59,100.00,400.00,227.82,1.93,0.00,1.61
serial: dc:a6:32:89:f2:d0,2023-08-11 06:02,Normal,118.08,123.44,123.35,0.09,0.00,0.00,11.95,-0.00,0.93,0.01,0.00,0.00,-92.66,0.00,-0.44,-0.03,0.00,-0.00,171.42,0.23,1.30,0.05,0.00,0.00,0.57,1.28,1.86,100.00,400.00,235.67,1.94,0.00,1.61
serial: dc:a6:32:89:f2:d0,2023-08-11 06:03,Normal,118.32,123.78,123.52,0.08,0.00,0.00,17.66,-0.02,0.92,0.01,0.00,0.00,-82.33,0.00,-0.30,-0.02,0.00,-0.00,158.84,0.24,1.28,0.04,0.00,0.00,0.37,2.04,2.02,100.00,400.00,229.79,1.94,0.00,1.61
serial: dc:a6:32:89:f2:d0,2023-08-11 06:04,Normal,118.08,123.52,123.25,0.08,0.00,0.00,17.83,0.00,0.97,0.01,0.00,0.00,-94.28,0.00,-0.30,-0.03,0.00,-0.00,153.68,0.24,1.34,0.04,0.00,0.00,0.36,1.33,1.47,100.00,400.00,227.67,1.95,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 06:05,Normal,118.20,123.68,123.37,0.08,0.00,0.00,19.35,0.01,0.99,0.01,0.00,0.00,-76.13,-0.15,0.00,-0.02,-0.00,0.00,160.21,0.24,1.33,0.04,0.00,0.00,0.40,2.10,1.44,100.00,400.00,229.33,1.93,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 06:06,Normal,118.71,124.21,123.90,0.07,0.00,0.00,15.36,0.01,0.98,0.01,0.00,0.00,-81.45,0.00,0.00,-0.02,0.00,0.00,147.18,0.24,1.33,0.04,0.00,0.00,0.40,1.74,0.99,100.00,400.00,228.95,1.94,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 06:07,Normal,119.11,124.67,124.38,0.07,0.00,0.00,19.63,0.01,0.97,0.01,0.00,0.00,-73.77,0.00,-0.15,-0.02,0.00,-0.00,147.04,0.24,1.30,0.04,0.00,0.00,0.42,1.74,0.66,100.00,400.00,220.82,1.93,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 06:08,Normal,118.95,124.45,124.21,0.07,0.00,0.00,19.14,-0.00,0.97,0.01,0.00,0.00,-71.56,0.00,0.00,-0.02,0.00,0.00,143.14,0.25,1.29,0.04,0.00,0.00,0.37,2.25,1.94,100.00,400.00,229.07,1.93,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 06:09,Normal,119.09,124.67,124.33,0.08,0.00,0.00,17.72,-0.01,0.98,0.01,0.00,0.00,-80.86,0.00,-0.15,-0.02,0.00,-0.00,152.51,0.25,1.31,0.04,0.00,0.00,0.34,1.80,1.60,100.00,400.00,221.91,1.94,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 06:10,Normal,118.99,124.55,124.26,0.08,0.00,0.00,19.34,-0.02,1.00,0.01,0.00,0.00,-81.89,0.00,-0.15,-0.02,0.00,-0.00,151.64,0.24,1.32,0.04,0.00,0.00,0.32,1.60,1.58,100.00,400.00,222.66,1.94,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 06:11,Normal,119.02,124.60,124.31,0.07,0.00,0.00,18.08,0.00,0.99,0.01,0.00,0.00,-71.12,-0.15,0.00,-0.02,-0.00,0.00,149.36,0.25,1.31,0.04,0.00,0.00,0.38,1.96,1.71,100.00,400.00,229.70,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 06:12,Normal,119.16,124.74,124.45,0.08,0.00,0.00,20.38,-0.01,0.93,0.01,0.00,0.00,-69.35,0.00,-0.15,-0.02,0.00,-0.00,151.58,0.25,1.27,0.04,0.00,0.00,0.42,1.78,1.40,100.00,400.00,226.24,1.93,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 06:13,Normal,119.04,124.60,124.33,0.08,0.00,0.00,21.09,-0.02,0.98,0.01,0.00,0.00,-67.28,0.00,-0.15,-0.02,0.00,-0.00,160.96,0.25,1.31,0.04,0.00,0.00,0.36,1.73,1.57,100.00,400.00,224.66,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 06:14,Normal,118.80,124.38,124.12,0.08,0.00,0.00,21.64,0.00,0.98,0.01,0.00,0.00,-74.66,0.00,-0.15,-0.02,0.00,-0.00,158.20,0.24,1.31,0.04,0.00,0.00,0.40,1.94,1.59,100.00,400.00,220.32,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 06:15,Normal,118.68,124.19,123.92,0.07,0.00,0.00,17.90,-0.00,0.97,0.01,-0.00,0.00,-75.99,-0.15,-0.15,-0.02,-0.00,-0.00,146.91,0.25,1.31,0.04,0.00,0.00,0.33,1.60,1.38,100.00,400.00,230.32,1.93,1.93,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 06:16,Normal,118.75,124.26,124.00,0.08,0.00,0.00,8.34,0.01,0.96,0.01,0.00,0.00,-78.05,0.00,-0.15,-0.02,0.00,-0.00,163.32,0.23,1.33,0.04,0.00,0.00,0.41,1.98,1.52,100.00,400.00,232.13,1.94,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 06:17,Normal,118.73,124.21,124.00,0.08,0.00,0.00,17.09,0.00,0.95,0.01,0.00,0.00,-85.58,0.00,-0.30,-0.02,0.00,-0.00,162.29,0.23,1.31,0.04,0.00,0.00,0.43,1.98,1.42,100.00,400.00,227.41,1.94,0.00,1.61
serial: dc:a6:32:89:f2:d0,2023-08-11 06:18,Normal,118.63,124.17,123.85,0.07,0.00,0.00,16.09,0.00,0.96,0.01,0.00,0.00,-64.77,0.00,0.00,-0.02,0.00,0.00,135.35,0.23,1.30,0.04,0.00,0.00,0.48,1.61,1.30,100.00,400.00,225.41,1.93,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 06:19,Normal,118.83,124.33,124.09,0.07,0.00,0.00,20.13,0.00,0.96,0.01,0.00,0.00,-61.23,-0.15,0.00,-0.02,-0.00,0.00,148.90,0.25,1.29,0.04,0.00,0.00,0.45,1.82,1.40,100.00,400.00,224.59,1.93,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 06:20,Normal,118.68,124.24,124.00,0.07,0.00,0.00,15.86,0.00,0.95,0.01,0.00,0.00,-65.51,0.00,0.15,-0.02,0.00,0.00,144.73,0.24,1.30,0.04,0.00,0.00,0.48,1.84,1.57,100.00,400.00,228.56,1.93,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 06:21,Normal,118.85,124.43,124.14,0.08,0.00,0.00,18.17,-0.01,0.98,0.01,0.00,0.00,-74.36,0.00,-0.15,-0.02,0.00,-0.00,151.03,0.24,1.31,0.04,0.00,0.00,0.37,1.88,1.28,100.00,400.00,221.60,1.94,0.00,1.58
serial: dc:a6:32:89:f2:d0,2023-08-11 06:22,Normal,118.85,124.41,124.14,0.08,0.00,0.00,17.45,0.02,0.97,0.01,0.00,0.00,-79.23,-0.15,-0.15,-0.02,-0.00,-0.00,158.57,0.24,1.31,0.04,0.00,0.00,0.37,1.70,1.44,100.00,400.00,226.84,1.93,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 06:23,Normal,119.07,124.62,124.38,0.07,0.00,0.00,18.40,-0.04,0.96,0.01,0.00,0.00,-67.43,0.00,0.15,-0.02,0.00,0.00,141.00,0.26,1.28,0.04,0.00,0.00,0.46,1.92,1.62,100.00,400.00,226.15,1.93,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 06:24,Normal,119.28,124.89,124.57,0.07,0.00,0.00,17.25,-0.01,0.96,0.01,0.00,0.00,-64.48,0.00,0.00,-0.02,0.00,0.00,135.43,0.24,1.29,0.04,0.00,0.00,0.39,1.90,1.49,100.00,400.00,223.64,1.93,0.00,0.42
serial: dc:a6:32:89:f2:d0,2023-08-11 06:25,Normal,119.07,124.65,124.31,0.07,0.00,0.00,18.24,0.00,0.95,0.01,0.00,0.00,-62.71,-0.15,0.30,-0.02,-0.00,0.00,141.15,0.23,1.29,0.04,0.00,0.00,0.43,1.90,1.51,100.00,400.00,220.00,1.94,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 06:26,Normal,118.78,124.38,124.09,0.07,0.00,0.00,18.72,-0.00,0.98,0.01,0.00,0.00,-63.45,0.00,0.00,-0.02,0.00,0.00,142.45,0.24,1.32,0.04,0.00,0.00,0.46,1.22,0.85,100.00,400.00,223.95,1.93,0.00,0.42
serial: dc:a6:32:89:f2:d0,2023-08-11 06:27,Normal,118.85,124.41,124.14,0.08,0.00,0.00,20.59,-0.01,1.00,0.01,0.00,0.00,-81.59,0.00,-0.30,-0.02,0.00,-0.00,157.70,0.23,1.33,0.04,0.00,0.00,0.33,2.06,1.44,100.00,400.00,227.81,1.93,0.00,1.60
