wifiMAC,time,Status,VRMS A,VRMS B,VRMS C,IRMS A,IRMS B,IRMS C,Active Power(W) A,Active Power(W) B,Active Power(W) C,Active Energy(WHR) A,Active Energy(WHR) B,Active Energy(WHR) C,Reactive Power(VAR) A,Reactive Power(VAR) B,Reactive Power(VAR) C,Reactive Energy(AHHR) A,Reactive Energy(AHHR) B,Reactive Energy(AHHR) C,Apparent Power(VA) A,Apparent Power(VA) B,Apparent Power(VA) C,Apparent Energy(VARHR) A,Apparent Energy(VARHR) B,Apparent Energy(VARHR) C,VTHD A,VTHD B,VTHD C,ITHD A,ITHD B,ITHD C,Power Factor A,Power Factor B,Power Factor C
serial: dc:a6:32:89:f2:d0,2023-08-11 03:47,Normal,119.31,124.84,124.45,0.07,0.00,0.00,17.52,-0.01,0.96,0.01,0.00,0.00,-64.63,0.00,0.15,-0.02,0.00,0.00,146.30,0.22,1.32,0.04,0.00,0.00,0.52,2.08,1.91,100.00,400.00,234.90,1.94,0.00,0.39
serial: dc:a6:32:89:f2:d0,2023-08-11 03:48,Normal,119.11,124.65,124.26,0.08,0.00,0.00,16.07,0.00,0.95,0.01,0.00,0.00,-97.09,-0.15,-0.15,-0.03,-0.00,-0.00,154.21,0.23,1.30,0.04,0.00,0.00,0.52,2.15,1.85,100.00,400.00,232.86,1.96,0.00,1.61
serial: dc:a6:32:89:f2:d0,2023-08-11 03:49,Normal,119.14,124.62,124.24,0.08,0.00,0.00,14.40,-0.00,0.95,0.01,0.00,0.00,-71.12,0.00,0.00,-0.02,0.00,0.00,155.14,0.22,1.31,0.04,0.00,0.00,0.53,2.19,1.90,100.00,400.00,231.20,1.94,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 03:50,Normal,119.16,124.72,124.29,0.08,0.00,0.00,13.79,0.01,0.99,0.01,0.00,0.00,-78.35,0.00,0.15,-0.02,0.00,0.00,155.03,0.21,1.37,0.04,0.00,0.00,0.53,1.98,1.96,100.00,400.00,231.28,1.94,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 03:51,Normal,119.11,124.67,124.24,0.07,0.00,0.00,18.21,-0.01,0.97,0.01,0.00,0.00,-68.61,0.00,0.30,-0.02,0.00,0.00,148.50,0.21,1.34,0.04,0.00,0.00,0.55,2.23,1.76,100.00,400.00,233.53,1.94,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 03:52,Normal,119.19,124.72,124.36,0.07,0.00,0.00,17.05,-0.00,0.93,0.01,0.00,0.00,-71.56,0.00,0.15,-0.02,0.00,0.00,148.55,0.21,1.31,0.04,0.00,0.00,0.48,2.03,1.94,100.00,400.00,230.00,1.94,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 03:53,Normal,119.38,124.94,124.55,0.07,0.00,0.00,15.27,0.00,0.98,0.01,0.00,0.00,-71.27,0.00,0.15,-0.02,0.00,0.00,148.66,0.23,1.35,0.04,0.00,0.00,0.54,2.05,1.78,100.00,400.00,229.44,1.94,0.00,0.38
serial: dc:a6:32:89:f2:d0,2023-08-11 03:54,Normal,119.26,124.77,124.36,0.07,0.00,0.00,16.96,-0.01,0.95,0.01,0.00,0.00,-62.27,0.00,0.15,-0.02,0.00,0.00,149.01,0.22,1.32,0.04,0.00,0.00,0.57,2.09,1.84,100.00,400.00,231.66,1.94,0.00,0.39
serial: dc:a6:32:89:f2:d0,2023-08-11 03:55,Normal,119.33,124.89,124.50,0.07,0.00,0.00,15.84,0.01,1.00,0.01,0.00,0.00,-63.89,0.00,0.30,-0.02,0.00,0.00,136.05,0.22,1.37,0.04,0.00,0.00,0.53,2.05,2.20,100.00,400.00,231.67,1.94,0.00,0.38
serial: dc:a6:32:89:f2:d0,2023-08-11 03:56,Normal,119.31,124.79,124.50,0.07,0.00,0.00,13.18,-0.00,1.01,0.01,0.00,0.00,-66.10,0.00,0.30,-0.02,0.00,0.00,141.18,0.21,1.36,0.04,0.00,0.00,0.40,1.52,2.41,100.00,400.00,232.74,1.94,0.00,0.39
serial: dc:a6:32:89:f2:d0,2023-08-11 03:57,Normal,119.47,124.98,124.62,0.07,0.00,0.00,15.37,-0.00,0.98,0.01,0.00,0.00,-65.95,0.00,0.30,-0.02,0.00,0.00,142.62,0.21,1.35,0.04,0.00,0.00,0.58,2.12,2.51,100.00,400.00,232.63,1.94,0.00,0.38
serial: dc:a6:32:89:f2:d0,2023-08-11 03:58,Normal,119.55,125.01,124.60,0.07,0.00,0.00,13.87,-0.00,0.95,0.01,0.00,0.00,-62.27,-0.15,0.30,-0.02,-0.00,0.00,140.54,0.23,1.32,0.04,0.00,0.00,0.60,1.86,1.83,100.00,400.00,227.66,1.94,0.00,0.39
serial: dc:a6:32:89:f2:d0,2023-08-11 03:59,Normal,119.69,125.20,124.79,0.06,0.00,0.00,14.66,-0.01,0.93,0.01,0.00,0.00,-57.84,0.00,0.44,-0.02,0.00,0.00,125.95,0.21,1.31,0.04,0.00,0.00,0.53,2.17,2.06,100.00,400.00,235.49,1.94,0.00,0.38
serial: dc:a6:32:89:f2:d0,2023-08-11 04:00,Normal,119.81,125.30,124.89,0.07,0.00,0.00,17.19,-0.02,0.96,0.01,-0.00,0.00,-61.97,0.00,0.44,-0.02,0.00,0.00,145.08,0.21,1.34,0.04,0.00,0.00,0.50,2.08,1.95,100.00,400.00,232.97,1.93,0.08,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 04:01,Normal,119.74,125.25,124.89,0.07,0.00,0.00,13.71,0.00,1.00,0.01,0.00,0.00,-74.36,0.00,0.30,-0.02,0.00,0.00,145.92,0.23,1.38,0.04,0.00,0.00,0.48,1.82,1.67,100.00,400.00,232.30,1.94,0.00,0.39
serial: dc:a6:32:89:f2:d0,2023-08-11 04:02,Normal,119.62,125.13,124.72,0.07,0.00,0.00,15.52,0.01,1.01,0.01,0.00,0.00,-69.50,0.00,0.15,-0.02,0.00,0.00,148.07,0.21,1.39,0.04,0.00,0.00,0.61,2.23,2.09,100.00,400.00,232.83,1.94,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 04:03,Normal,119.45,124.91,124.53,0.07,0.00,0.00,16.04,0.01,0.95,0.01,0.00,0.00,-58.28,0.00,0.30,-0.02,0.00,0.00,139.68,0.21,1.31,0.04,0.00,0.00,0.60,2.42,1.78,100.00,400.00,237.73,1.94,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 04:04,Normal,119.60,125.08,124.67,0.07,0.00,0.00,17.71,0.00,0.95,0.01,0.00,0.00,-60.20,0.00,0.44,-0.02,0.00,0.00,149.56,0.21,1.34,0.04,0.00,0.00,0.57,2.16,2.12,100.00,400.00,236.64,1.94,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 04:05,Normal,119.60,125.08,124.69,0.07,0.00,0.00,17.72,0.01,0.99,0.01,0.00,0.00,-65.95,0.00,0.30,-0.02,0.00,0.00,149.90,0.21,1.36,0.04,0.00,0.00,0.52,2.06,1.82,100.00,400.00,231.51,1.94,0.00,0.39
serial: dc:a6:32:89:f2:d0,2023-08-11 04:06,Normal,119.69,125.15,124.77,0.08,0.00,0.00,18.66,0.01,1.00,0.01,0.00,0.00,-69.79,0.00,0.30,-0.02,0.00,0.00,151.83,0.21,1.36,0.04,0.00,0.00,0.55,2.18,1.94,100.00,400.00,232.62,1.94,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 04:07,Normal,119.69,125.20,124.77,0.07,0.00,0.00,14.46,-0.01,0.99,0.01,0.00,0.00,-64.92,0.00,0.15,-0.02,0.00,0.00,150.35,0.22,1.36,0.04,0.00,0.00,0.57,2.29,1.99,100.00,400.00,231.70,1.94,0.00,0.39
serial: dc:a6:32:89:f2:d0,2023-08-11 04:08,Normal,119.76,125.25,124.84,0.07,0.00,0.00,14.23,0.01,0.97,0.01,0.00,0.00,-68.02,0.00,0.15,-0.02,0.00,0.00,143.81,0.22,1.34,0.04,0.00,0.00,0.52,2.07,1.95,100.00,400.00,230.54,1.94,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 04:09,Normal,119.74,125.25,124.84,0.07,0.00,0.00,15.68,0.01,0.96,0.01,0.00,0.00,-68.76,0.00,0.15,-0.02,0.00,0.00,140.77,0.22,1.34,0.04,0.00,0.00,0.57,2.24,1.78,100.00,400.00,233.30,1.94,0.00,0.39
serial: dc:a6:32:89:f2:d0,2023-08-11 04:10,Normal,119.69,125.20,124.72,0.07,0.00,0.00,15.06,0.02,0.96,0.01,0.00,0.00,-61.97,0.00,0.30,-0.02,0.00,0.00,133.74,0.22,1.33,0.04,0.00,0.00,0.58,2.23,2.14,100.00,400.00,229.80,1.94,0.00,0.39
serial: dc:a6:32:89:f2:d0,2023-08-11 04:11,Normal,119.62,125.10,124.65,0.07,0.00,0.00,17.50,-0.01,0.96,0.01,-0.00,0.00,-63.00,0.00,0.30,-0.02,0.00,0.00,145.14,0.21,1.33,0.04,0.00,0.00,0.62,2.16,2.44,100.00,400.00,235.81,1.94,0.08,0.39
serial: dc:a6:32:89:f2:d0,2023-08-11 04:12,Normal,119.28,124.81,124.36,0.07,0.00,0.00,15.16,-0.01,0.99,0.01,0.00,0.00,-63.00,0.00,0.44,-0.02,0.00,0.00,139.18,0.21,1.36,0.04,0.00,0.00,0.58,1.98,2.10,100.00,400.00,232.46,1.94,0.00,0.39
serial: dc:a6:32:89:f2:d0,2023-08-11 04:13,Normal,119.11,124.57,124.14,0.07,0.00,0.00,16.60,-0.01,0.96,0.01,0.00,0.00,-67.13,-0.15,0.30,-0.02,-0.00,0.00,143.14,0.21,1.35,0.04,0.00,0.00,0.52,2.32,1.80,100.00,400.00,235.55,1.94,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 04:14,Normal,119.09,124.53,124.12,0.07,0.00,0.00,18.24,0.01,0.94,0.01,-0.00,0.00,-60.79,0.00,0.30,-0.02,0.00,0.00,148.84,0.22,1.31,0.04,0.00,0.00,0.55,2.21,1.99,100.00,400.00,241.12,1.94,0.08,0.39
serial: dc:a6:32:89:f2:d0,2023-08-11 04:15,Normal,119.09,124.57,124.09,0.06,0.00,0.00,14.61,0.00,0.93,0.01,0.00,0.00,-57.84,-0.15,0.44,-0.02,-0.00,0.00,124.97,0.21,1.30,0.03,0.00,0.00,0.53,2.00,1.94,100.00,400.00,233.81,1.94,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 04:16,Normal,119.31,124.77,124.36,0.07,0.00,0.00,13.71,-0.01,0.97,0.01,0.00,0.00,-57.40,0.00,0.44,-0.02,0.00,0.00,138.33,0.21,1.35,0.04,0.00,0.00,0.57,1.87,2.02,100.00,400.00,238.79,1.94,0.00,0.38
serial: dc:a6:32:89:f2:d0,2023-08-11 04:17,Normal,119.14,124.65,124.19,0.08,0.00,0.00,14.91,-0.01,1.00,0.01,0.00,0.00,-83.51,0.00,0.00,-0.02,0.00,0.00,151.38,0.22,1.38,0.04,0.00,0.00,0.46,1.93,1.90,100.00,400.00,227.19,1.94,0.00,0.38
serial: dc:a6:32:89:f2:d0,2023-08-11 04:18,Normal,119.26,124.74,124.33,0.08,0.00,0.00,20.34,-0.01,0.98,0.01,0.00,0.00,-66.25,-0.15,0.15,-0.02,-0.00,0.00,158.82,0.22,1.33,0.04,0.00,0.00,0.56,1.88,2.04,100.00,400.00,226.11,1.93,0.00,0.42
serial: dc:a6:32:89:f2:d0,2023-08-11 04:19,Normal,119.16,124.65,124.21,0.07,0.00,0.00,18.47,-0.01,0.93,0.01,0.00,0.00,-71.71,0.00,0.00,-0.02,0.00,0.00,145.49,0.24,1.30,0.04,0.00,0.00,0.48,1.81,1.53,100.00,400.00,236.54,1.94,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 04:20,Normal,119.28,124.81,124.41,0.07,0.00,0.00,18.94,-0.01,0.97,0.01,0.00,0.00,-64.48,0.00,0.15,-0.02,0.00,0.00,148.65,0.21,1.30,0.04,0.00,0.00,0.42,1.87,1.68,100.00,400.00,226.35,1.93,0.00,0.39
serial: dc:a6:32:89:f2:d0,2023-08-11 04:21,Normal,119.14,124.67,124.26,0.08,0.00,0.00,21.38,-0.01,0.94,0.01,-0.00,0.00,-65.22,0.00,0.00,-0.02,0.00,0.00,159.36,0.20,1.29,0.04,0.00,0.00,0.44,1.77,1.65,100.00,400.00,223.39,1.93,0.08,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 04:22,Normal,119.16,124.67,124.31,0.08,0.00,0.00,20.84,-0.01,0.98,0.01,0.00,0.00,-67.13,-0.15,0.15,-0.02,-0.00,0.00,154.11,0.23,1.33,0.04,0.00,0.00,0.33,1.92,1.83,100.00,400.00,229.84,1.93,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 04:23,Normal,119.04,124.53,124.17,0.08,0.00,0.00,14.77,0.01,0.99,0.01,0.00,0.00,-83.36,0.00,0.00,-0.02,0.00,0.00,153.18,0.24,1.36,0.04,0.00,0.00,0.38,2.02,1.75,100.00,400.00,230.95,1.94,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 04:24,Normal,119.14,124.60,124.29,0.07,0.00,0.00,16.25,-0.02,0.96,0.01,0.00,0.00,-84.99,-0.15,-0.15,-0.02,-0.00,-0.00,148.97,0.23,1.31,0.04,0.00,0.00,0.49,1.80,1.44,100.00,400.00,235.80,1.94,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 04:25,Normal,119.16,124.62,124.29,0.07,0.00,0.00,16.23,-0.01,0.96,0.01,0.00,0.00,-77.91,0.00,0.00,-0.02,0.00,0.00,144.31,0.22,1.33,0.04,0.00,0.00,0.46,1.93,1.91,100.00,400.00,233.43,1.93,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 04:26,Normal,119.19,124.62,124.31,0.07,0.00,0.00,17.82,0.00,0.94,0.01,0.00,0.00,-63.59,0.00,0.15,-0.02,0.00,0.00,142.59,0.22,1.29,0.04,0.00,0.00,0.40,1.90,1.81,100.00,400.00,228.79,1.93,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 04:27,Normal,119.04,124.50,124.19,0.07,0.00,0.00,19.74,0.00,0.96,0.01,0.00,0.00,-63.15,0.00,0.15,-0.02,0.00,0.00,149.94,0.21,1.31,0.04,0.00,0.00,0.46,1.95,1.41,100.00,400.00,229.50,1.93,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 04:28,Normal,119.26,124.72,124.43,0.08,0.00,0.00,16.34,-0.01,0.99,0.01,0.00,0.00,-67.72,-0.15,0.15,-0.02,-0.00,0.00,150.51,0.21,1.33,0.04,0.00,0.00,0.43,1.90,1.53,100.00,400.00,228.95,1.93,0.00,0.39
serial: dc:a6:32:89:f2:d0,2023-08-11 04:29,Normal,119.14,124.65,124.31,0.07,0.00,0.00,15.95,-0.01,1.00,0.01,0.00,0.00,-66.69,0.00,0.15,-0.02,0.00,0.00,138.37,0.21,1.34,0.04,0.00,0.00,0.45,1.81,1.59,100.00,400.00,227.85,1.93,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 04:30,Normal,119.07,124.55,124.21,0.07,0.00,0.00,16.34,0.00,0.95,0.01,0.00,0.00,-58.87,0.00,0.30,-0.02,0.00,0.00,132.74,0.21,1.30,0.04,0.00,0.00,0.43,1.89,1.63,100.00,400.00,230.42,1.94,0.00,0.39
serial: dc:a6:32:89:f2:d0,2023-08-11 04:31,Normal,119.16,124.65,124.33,0.07,0.00,0.00,18.88,-0.01,0.98,0.01,0.00,0.00,-68.46,-0.15,0.00,-0.02,-0.00,0.00,146.90,0.23,1.31,0.04,0.00,0.00,0.36,1.84,1.58,100.00,400.00,231.46,1.93,0.00,0.39
serial: dc:a6:32:89:f2:d0,2023-08-11 04:32,Normal,119.07,124.55,124.24,0.07,0.00,0.00,16.89,-0.02,0.96,0.01,0.00,0.00,-64.48,0.00,0.15,-0.02,0.00,0.00,147.05,0.22,1.32,0.04,0.00,0.00,0.36,1.85,1.52,100.00,400.00,230.09,1.93,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 04:33,Normal,118.99,124.48,124.14,0.08,0.00,0.00,15.96,0.00,0.96,0.01,0.00,0.00,-82.04,0.00,-0.15,-0.02,0.00,-0.00,156.48,0.21,1.32,0.04,0.00,0.00,0.41,1.64,1.65,100.00,400.00,227.67,1.94,0.00,1.61
serial: dc:a6:32:89:f2:d0,2023-08-11 04:34,Normal,118.63,124.14,123.80,0.07,0.00,0.00,15.18,-0.00,0.96,0.01,-0.00,0.00,-75.84,0.00,0.15,-0.02,0.00,0.00,148.90,0.21,1.33,0.04,0.00,0.00,0.52,1.79,1.15,100.00,400.00,230.90,1.94,0.08,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 04:35,Normal,118.92,124.41,124.07,0.07,0.00,0.00,17.96,-0.01,0.94,0.01,0.00,0.00,-67.43,0.00,0.00,-0.02,0.00,0.00,142.62,0.22,1.27,0.04,0.00,0.00,0.41,1.90,1.80,100.00,400.00,223.89,1.93,0.00,0.42
serial: dc:a6:32:89:f2:d0,2023-08-11 04:36,Normal,119.02,124.45,124.12,0.07,0.00,0.00,15.27,-0.02,0.98,0.01,0.00,0.00,-56.07,0.00,0.44,-0.02,0.00,0.00,130.54,0.21,1.31,0.03,0.00,0.00,0.50,2.23,1.54,100.00,400.00,226.23,1.94,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 04:37,Normal,118.95,124.45,124.12,0.07,0.00,0.00,16.81,0.01,0.98,0.01,-0.00,0.00,-58.58,0.00,0.30,-0.02,0.00,0.00,132.30,0.21,1.31,0.04,0.00,0.00,0.55,1.92,1.91,100.00,400.00,226.75,1.93,1.92,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 04:38,Normal,118.95,124.43,124.07,0.07,0.00,0.00,17.62,-0.01,0.95,0.01,0.00,0.00,-64.48,-0.15,0.00,-0.02,-0.00,0.00,142.81,0.22,1.30,0.04,0.00,0.00,0.61,1.98,1.70,100.00,400.00,225.40,1.93,0.00,0.39
serial: dc:a6:32:89:f2:d0,2023-08-11 04:39,Normal,118.99,124.50,124.17,0.08,0.00,0.00,18.90,0.00,0.96,0.01,-0.00,0.00,-65.51,0.00,0.00,-0.02,0.00,0.00,156.49,0.21,1.29,0.04,0.00,0.00,0.53,2.13,2.02,100.00,400.00,222.20,1.93,0.09,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 04:40,Normal,118.97,124.50,124.17,0.07,0.00,0.00,19.55,-0.01,0.95,0.01,0.00,0.00,-68.76,0.00,0.00,-0.02,0.00,0.00,149.01,0.20,1.29,0.04,0.00,0.00,0.42,1.76,1.79,100.00,400.00,225.47,1.93,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 04:41,Normal,118.97,124.48,124.17,0.08,0.00,0.00,22.52,-0.00,0.97,0.01,0.00,0.00,-63.74,0.00,0.00,-0.02,0.00,0.00,158.97,0.22,1.29,0.04,0.00,0.00,0.55,2.05,2.15,100.00,400.00,228.86,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 04:42,Normal,118.97,124.45,124.12,0.07,0.00,0.00,17.94,-0.01,0.94,0.01,0.00,0.00,-70.09,0.00,0.15,-0.02,0.00,0.00,137.91,0.22,1.26,0.04,0.00,0.00,0.50,2.24,1.57,100.00,400.00,226.33,1.93,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 04:43,Normal,118.85,124.38,124.05,0.08,0.00,0.00,19.88,-0.00,0.98,0.01,-0.00,0.00,-66.99,0.00,0.00,-0.02,0.00,0.00,151.21,0.22,1.31,0.04,0.00,0.00,0.50,2.08,1.73,100.00,400.00,222.03,1.93,1.92,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 04:44,Normal,118.87,124.38,124.05,0.07,0.00,0.00,19.55,0.00,0.97,0.01,0.00,0.00,-68.90,0.00,0.00,-0.02,0.00,0.00,146.83,0.22,1.30,0.04,0.00,0.00,0.53,2.10,1.77,100.00,400.00,223.82,1.93,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 04:45,Normal,118.75,124.29,123.97,0.07,0.00,0.00,19.75,0.01,1.00,0.01,0.00,0.00,-67.43,0.00,0.00,-0.02,0.00,0.00,147.62,0.22,1.33,0.04,0.00,0.00,0.51,2.16,1.81,100.00,400.00,226.60,1.93,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 04:46,Normal,118.97,124.48,124.14,0.07,0.00,0.00,18.39,0.00,0.95,0.01,-0.00,0.00,-66.10,0.00,0.00,-0.02,0.00,0.00,142.19,0.22,1.28,0.04,0.00,0.00,0.46,2.11,1.99,100.00,400.00,231.41,1.93,1.92,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 04:47,Normal,119.11,124.65,124.33,0.07,0.00,0.00,18.31,0.00,0.95,0.01,0.00,0.00,-69.94,0.00,0.00,-0.02,0.00,0.00,147.14,0.21,1.29,0.04,0.00,0.00,0.54,2.25,1.82,100.00,400.00,228.15,1.93,0.00,0.42
serial: dc:a6:32:89:f2:d0,2023-08-11 04:48,Normal,118.95,124.48,124.14,0.08,0.00,0.00,20.26,0.01,0.96,0.01,0.00,0.00,-68.17,0.00,0.15,-0.02,0.00,0.00,151.93,0.21,1.31,0.04,0.00,0.00,0.52,2.12,1.84,100.00,400.00,220.43,1.93,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 04:49,Normal,118.61,124.12,123.78,0.07,0.00,0.00,17.85,-0.00,0.96,0.01,0.00,0.00,-65.51,0.00,0.15,-0.02,0.00,0.00,141.94,0.22,1.29,0.04,0.00,0.00,0.48,2.12,1.84,100.00,400.00,224.06,1.93,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 04:50,Normal,118.49,124.00,123.64,0.07,0.00,0.00,16.79,0.00,0.97,0.01,0.00,0.00,-62.27,0.00,0.15,-0.02,0.00,0.00,139.94,0.23,1.32,0.04,0.00,0.00,0.46,1.69,1.73,100.00,400.00,227.80,1.93,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 04:51,Normal,118.32,123.80,123.44,0.07,0.00,0.00,16.86,0.01,0.95,0.01,0.00,0.00,-67.28,0.00,0.00,-0.02,0.00,0.00,135.68,0.21,1.29,0.04,0.00,0.00,0.50,1.89,1.84,100.00,400.00,227.81,1.93,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 04:52,Normal,118.61,124.09,123.73,0.08,0.00,0.00,20.28,0.02,0.96,0.01,0.00,0.00,-66.54,0.00,0.00,-0.02,0.00,0.00,150.60,0.23,1.29,0.04,0.00,0.00,0.48,2.07,1.82,100.00,400.00,225.50,1.93,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 04:53,Normal,118.51,124.00,123.66,0.08,0.00,0.00,21.20,-0.02,0.96,0.01,0.00,0.00,-70.97,-0.15,0.00,-0.02,-0.00,0.00,153.41,0.22,1.31,0.04,0.00,0.00,0.48,2.06,1.73,100.00,400.00,221.21,1.93,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 04:54,Normal,118.54,124.02,123.71,0.08,0.00,0.00,21.03,-0.00,0.96,0.01,0.00,0.00,-68.90,0.00,-0.15,-0.02,0.00,-0.00,152.28,0.22,1.28,0.04,0.00,0.00,0.50,1.91,1.94,100.00,400.00,218.86,1.93,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 04:55,Normal,118.75,124.24,123.88,0.08,0.00,0.00,18.29,0.00,0.98,0.01,0.00,0.00,-71.27,-0.15,0.00,-0.02,-0.00,0.00,152.82,0.24,1.30,0.04,0.00,0.00,0.53,2.01,1.88,100.00,400.00,231.83,1.93,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 04:56,Normal,118.63,124.14,123.78,0.08,0.00,0.00,20.85,-0.00,0.95,0.01,0.00,0.00,-71.27,0.00,-0.15,-0.02,0.00,-0.00,151.42,0.23,1.29,0.04,0.00,0.00,0.48,1.99,1.69,100.00,400.00,224.77,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 04:57,Normal,118.51,124.02,123.66,0.08,0.00,0.00,15.95,-0.00,0.97,0.01,0.00,0.00,-67.28,0.00,0.00,-0.02,0.00,0.00,149.53,0.25,1.30,0.04,0.00,0.00,0.52,2.07,1.84,100.00,400.00,225.37,1.93,0.00,0.40
serial: dc:a6:32:89:f2:d0,2023-08-11 04:58,Normal,118.49,123.97,123.66,0.07,0.00,0.00,16.95,0.00,0.93,0.01,0.00,0.00,-66.84,0.00,0.00,-0.02,0.00,0.00,140.02,0.22,1.25,0.04,0.00,0.00,0.45,1.86,1.54,100.00,400.00,224.01,1.93,0.00,1.61
serial: dc:a6:32:89:f2:d0,2023-08-11 04:59,Normal,118.44,123.92,123.59,0.07,0.00,0.00,19.33,-0.00,0.96,0.01,0.00,0.00,-67.43,0.00,0.00,-0.02,0.00,0.00,145.49,0.23,1.28,0.04,0.00,0.00,0.49,1.93,1.85,100.00,400.00,222.75,1.93,0.00,1.59
serial: dc:a6:32:89:f2:d0,2023-08-11 05:00,Normal,118.27,123.80,123.47,0.08,0.00,0.00,20.69,0.00,0.98,0.01,0.00,0.00,-69.64,0.00,0.00,-0.02,0.00,0.00,149.84,0.24,1.28,0.04,0.00,0.00,0.52,2.20,1.81,100.00,400.00,219.01,1.93,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 05:01,Normal,118.25,123.73,123.47,0.08,0.00,0.00,19.57,-0.01,0.98,0.01,0.00,0.00,-71.12,-0.15,0.00,-0.02,-0.00,0.00,149.28,0.22,1.31,0.04,0.00,0.00,0.55,2.05,1.85,100.00,400.00,221.96,1.93,0.00,0.42
serial: dc:a6:32:89:f2:d0,2023-08-11 05:02,Normal,118.08,123.61,123.32,0.07,0.00,0.00,20.27,-0.01,0.93,0.01,0.00,0.00,-66.84,0.00,0.00,-0.02,0.00,0.00,146.95,0.23,1.25,0.04,0.00,0.00,0.51,1.97,1.97,100.00,400.00,227.95,1.92,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 05:03,Normal,117.86,123.37,123.08,0.08,0.00,0.00,20.80,-0.01,0.96,0.01,0.00,0.00,-64.77,0.00,0.00,-0.02,0.00,0.00,151.96,0.25,1.29,0.04,0.00,0.00,0.52,2.00,1.55,100.00,400.00,224.35,1.93,0.00,0.41
serial: dc:a6:32:89:f2:d0,2023-08-11 05:04,Normal,117.55,123.01,122.75,0.08,0.00,0.00,21.11,-0.01,0.96,0.01,0.00,0.00,-66.84,0.00,0.00,-0.02,0.00,0.00,155.88,0.23,1.29,0.04,0.00,0.00,0.46,2.01,2.20,100.00,400.00,222.28,1.93,0.00,1.60
serial: dc:a6:32:89:f2:d0,2023-08-11 05:05,Normal,117.33,122.77,122.43,0.07,0.00,0.00,19.30,0.00,0.96,0.01,0.00,0.00,-72.00,0.00,-0.15,-0.02,0.00,-0.00,143.31,0.23,1.28,0.04,0.00,0.00,0.45,2.02,2.43,100.00,400.00,221.48,1.93,0.00,1.58
serial: dc:a6:32:89:f2:d0,2023-08-11 05:06,Normal,117.55,123.06,122.70,0.08,0.00,0.00,17.66,-0.01,0.97,0.01,0.00,0.00,-90.74,0.00,-0.30,-0.03,0.00,-0.00,153.75,0.22,1.30,0.04,0.00,0.00,0.49,1.70,1.92,100.00,400.00,227.56,1.94,0.00,1.60
